Transaction_ID,Customer_ID,Name,Email,Phone,Address,City,State,Zipcode,Country,Age,Gender,Income,Customer_Segment,Date,Year,Month,Time,Total_Purchases,Amount,Total_Amount,Product_Category,Product_Brand,Product_Type,Feedback,Shipping_Method,Payment_Method,Order_Status,Ratings,products
8461551,47138,Patrick Quinn,Emily45@gmail.com,4721540487,47306 Wilson Parks,Miami,Florida,34596,USA,31,Male,Low,Regular,2/26/2024,2024,February,0:03:39,9,268.9312042,2420.380838,Home Decor,Home Depot,Decorations,Good,Standard,Cash,Shipped,4,Rugs
6575150,49266,Angela Hunt,Katherine74@gmail.com,2387738853,3167 Walter Dale Suite 457,Munich,Berlin,5550,Germany,52,Female,Medium,Regular,2/26/2024,2024,February,13:11:27,4,159.5710427,638.2841708,Grocery,Nestle,Coffee,Bad,Same-Day,PayPal,Shipped,1,Instant coffee
1727222,95104,Roberta Hoover,Rita61@gmail.com,2101174454,914 David Track Suite 069,Los Angeles,Kentucky,42304,USA,57,Male,High,Premium,2/26/2024,2024,February,9:31:26,9,283.7815636,2554.034073,Home Decor,IKEA,Decorations,Average,Same-Day,Credit Card,Processing,2,Decorative pillows
6884918,33304,Danielle Johnston,Alexis59@gmail.com,8692327511,7477 Kelly Forge Suite 014,Hobart,New South Wales,66930,Australia,68,Male,Low,New,2/26/2024,2024,February,1:17:02,2,414.2380997,828.4761994,Books,HarperCollins,Fiction,Bad,Express,PayPal,Processing,1,Horror
8304028,77872,Emily Martinez,Christine76@gmail.com,4794422480,82879 Evans Ports,Kitchener,Ontario,79280,Canada,18,Female,High,Premium,2/26/2024,2024,February,16:15:45,1,229.4513004,229.4513004,Grocery,Pepsi,Water,Average,Same-Day,Credit Card,Pending,2,Alkaline water
7124064,32371,Clayton Garcia,Tina65@gmail.com,1277836186,4097 Young Pass Apt. 351,Launceston,New South Wales,60779,Australia,43,Female,Low,Premium,2/26/2024,2024,February,6:21:38,8,50.06778416,400.5422733,Electronics,Samsung,Tablet,Average,Same-Day,PayPal,Shipped,2,Sony Xperia Tablet
2931131,56665,Christina Acosta DDS,Cynthia71@gmail.com,6291813695,324 Kevin Field Apt. 379,Kitchener,Ontario,59537,Canada,57,Female,High,Premium,2/26/2024,2024,February,4:12:36,8,263.0170309,2104.136247,Electronics,Sony,Smartphone,Average,Express,Credit Card,Shipped,2,Xiaomi Mi
6922961,21258,Deborah Cunningham,Chad14@gmail.com,4136413569,545 Ryan Stravenue,Oshawa,Ontario,62141,Canada,53,Female,Low,Premium,2/26/2024,2024,February,16:30:40,6,361.0194787,2166.116872,Books,HarperCollins,Fiction,Average,Express,Debit Card,Shipped,2,Dystopian
7466659,51914,Keith Smith,Cameron6@gmail.com,2379103980,324 Arnold Island,Bochum,Berlin,62373,Germany,19,Female,Medium,New,2/26/2024,2024,February,19:48:42,5,100.5611257,502.8056287,Books,Random House,Non-Fiction,Average,Same-Day,Cash,Shipped,2,Biography
4392576,90622,Heather Berry,Cody58@gmail.com,1694777578,0340 Thomas Divide,Geelong,New South Wales,88396,Australia,39,Male,Low,Regular,2/26/2024,2024,February,8:30:33,3,287.9530579,863.8591736,Books,HarperCollins,Non-Fiction,Average,Express,Debit Card,Processing,2,Business
9530738,53175,Jordan Fisher,Emily2@gmail.com,3809653089,8288 Christine Unions Apt. 449,Oxford,England,50699,UK,66,Female,High,New,2/26/2024,2024,February,5:23:47,7,414.9741042,2904.818729,Grocery,Pepsi,Water,Excellent,Express,Cash,Shipped,5,Artesian water
8091619,23497,Erica Reilly,Erik81@gmail.com,3113364892,61228 Hodges Extensions,Chicago,Alaska,99868,USA,58,Male,Medium,Regular,2/26/2024,2024,February,0:58:23,6,10.94839291,65.69035745,Electronics,Sony,Smartphone,Bad,Express,Credit Card,Delivered,1,LG G
9839675,48674,Dominic Smith,Brittany65@gmail.com,7210785028,4103 Rios Drives Suite 458,Hamilton,Ontario,49588,Canada,58,Female,Low,Premium,2/26/2024,2024,February,14:32:30,1,438.6085566,438.6085566,Grocery,Coca-Cola,Soft Drink,Bad,Express,Credit Card,Delivered,1,Cola
9800578,52559,Timothy Cox,Michael38@gmail.com,5969727925,5487 Chandler Hill,Belfast,England,8864,UK,44,Male,High,Premium,2/26/2024,2024,February,8:50:13,7,45.09990869,315.6993609,Electronics,Sony,Television,Average,Same-Day,Credit Card,Processing,2,LED TV
1521557,98665,Ricky Cardenas,Tracy65@gmail.com,2687254411,7110 Isabel Shores,Albuquerque,Alaska,99823,USA,40,Male,Medium,Regular,2/26/2024,2024,February,11:37:45,4,89.87168268,359.4867307,Clothing,Zara,Jeans,Average,Standard,Cash,Pending,2,High-waisted jeans
2781872,17194,Dustin Campbell,Crystal81@gmail.com,7171665258,63389 Barbara Locks Apt. 570,Montreal,Ontario,26411,Canada,21,Female,High,New,2/26/2024,2024,February,14:04:00,3,36.19230932,108.576928,Home Decor,IKEA,Lighting,Good,Standard,Debit Card,Delivered,3,Desk lamps
5500783,80876,Mark Davis,Richard50@gmail.com,6214488740,930 Angela Manors,San Jose,New Hampshire,3476,USA,44,Female,Low,Regular,2/26/2024,2024,February,8:27:51,5,200.184705,1000.923525,Books,HarperCollins,Non-Fiction,Average,Standard,PayPal,Pending,2,Cooking
4488045,29986,Kevin Baxter,Kevin7@gmail.com,8143984588,635 Rebecca Forest Apt. 861,Brighton,England,8495,UK,56,Female,High,Regular,2/26/2024,2024,February,19:10:44,6,70.82149045,424.9289427,Books,Random House,Literature,Excellent,Same-Day,Cash,Pending,4,Literary fiction
9476566,67185,Kara Hobbs,Edward9@gmail.com,7251268819,31300 Ryan Ford Suite 258,Essen,Berlin,91069,Germany,36,Male,Medium,New,2/26/2024,2024,February,4:27:07,5,15.377335,76.88667501,Grocery,Pepsi,Soft Drink,Average,Same-Day,PayPal,Processing,2,Lemon-lime soda
9747322,24279,Jillian Mitchell,Martin21@gmail.com,8659873903,25309 Allen Vista Suite 591,Wollongong,New South Wales,10804,Australia,41,Female,Low,Premium,2/26/2024,2024,February,20:29:52,8,183.0461727,1464.369381,Clothing,Zara,Dress,Bad,Standard,Credit Card,Delivered,1,Casual dress
4623703,76458,Megan Davis,Brian22@gmail.com,3741220039,4519 Davies Spurs Apt. 852,Perth,New South Wales,27222,Australia,64,Male,Low,Regular,2/26/2024,2024,February,16:30:28,7,90.98534108,636.8973876,Home Decor,Home Depot,Tools,Average,Standard,Debit Card,Shipped,2,Hammer
8009976,53355,Grace Erickson,David9@gmail.com,7072639495,901 Frazier Street,Vancouver,Ontario,43328,Canada,20,Male,Medium,Premium,2/26/2024,2024,February,14:56:55,5,476.6245967,2383.122984,Books,Penguin Books,Children's,Good,Standard,PayPal,Shipped,4,Sports equipment
9124330,91663,Shelby Johnson,Cynthia2@gmail.com,9553402240,196 Johnson Cape Suite 432,Nuremberg,Berlin,22217,Germany,39,Male,High,Premium,2/26/2024,2024,February,16:30:36,5,231.1450889,1155.725445,Home Decor,Bed Bath & Beyond,Bathroom,Excellent,Same-Day,PayPal,Processing,4,Towel rack
1673909,84006,Hannah Chavez,Michael4@gmail.com,3265769063,41424 Michelle Cape,Phoenix,Maryland,21600,USA,54,Male,Low,Regular,2/26/2024,2024,February,17:20:23,10,260.6513913,2606.513913,Books,Penguin Books,Children's,Excellent,Express,Credit Card,Pending,4,Clothing
1126178,82558,Taylor Jones,Ashley97@gmail.com,9976557343,802 Frederick Mountains,Leeds,England,24552,UK,58,Female,Low,Regular,2/26/2024,2024,February,14:06:34,4,113.886339,455.5453559,Books,HarperCollins,Non-Fiction,Excellent,Express,Debit Card,Pending,4,Cooking
8830491,29339,Kevin Adams,Adam8@gmail.com,7329268387,470 Adams Stravenue Apt. 327,Ottawa,Ontario,15585,Canada,49,Female,Low,Premium,2/26/2024,2024,February,22:04:54,9,445.3664464,4008.298018,Electronics,Samsung,Smartphone,Average,Standard,Credit Card,Delivered,2,iPhone
8609167,30444,Benjamin Anderson,Joshua36@gmail.com,1184473581,202 Sanders Loaf,Vancouver,Ontario,34329,Canada,64,Female,Medium,Premium,2/26/2024,2024,February,11:27:29,2,347.3327027,694.6654053,Electronics,Samsung,Smartphone,Average,Same-Day,Cash,Pending,2,Google Pixel
9903643,56340,William Wyatt,Christopher6@gmail.com,5281690904,6373 Bowers Prairie Apt. 916,Jacksonville,Pennsylvania,16161,USA,60,Male,Low,Regular,2/26/2024,2024,February,6:40:21,6,207.3354865,1244.012919,Clothing,Nike,T-shirt,Excellent,Same-Day,Credit Card,Shipped,4,Raglan tee
8584665,50932,Charles Rollins,Elizabeth92@gmail.com,8448049083,63421 Porter Brook,Virginia Beach,Nevada,89057,USA,26,Male,High,Premium,2/26/2024,2024,February,20:07:13,1,262.5390209,262.5390209,Home Decor,Bed Bath & Beyond,Bedding,Bad,Standard,Debit Card,Delivered,1,Bed sheet set
8542893,95480,Jennifer Turner,Mitchell88@gmail.com,1347706660,7801 Sierra Corners,Arlington,Hawaii,96794,USA,39,Female,Low,New,2/26/2024,2024,February,3:39:05,7,256.4069883,1794.848918,Electronics,Sony,Smartphone,Bad,Express,Debit Card,Processing,1,Sony Xperia
2538997,35161,Catherine Vance,Sean40@gmail.com,6947798907,776 Noah Burg,Kitchener,Ontario,20116,Canada,34,Male,Medium,Premium,2/26/2024,2024,February,10:36:22,5,499.4591997,2497.295998,Clothing,Nike,Shoes,Average,Express,Debit Card,Delivered,2,Running shoes
2865237,96657,Kristen Dorsey,Joshua25@gmail.com,1111882031,4960 Liu Locks,Hamilton,Ontario,10437,Canada,20,Female,Medium,New,2/26/2024,2024,February,17:48:47,2,119.2781216,238.5562433,Grocery,Nestle,Snacks,Average,Standard,Debit Card,Pending,2,Fruit snacks
6904338,37030,Chris Taylor,Wesley20@gmail.com,4226259628,35590 Hall Port,Cairns,New South Wales,95410,Australia,67,Male,Low,Premium,2/26/2024,2024,February,23:55:48,6,150.3302173,901.9813039,Grocery,Coca-Cola,Soft Drink,Bad,Standard,PayPal,Delivered,1,Iced tea
5586622,70163,Luis Chase,Margaret100@gmail.com,4436522533,585 Caitlin Trace,Perth,New South Wales,18636,Australia,38,Female,Low,Premium,2/26/2024,2024,February,15:16:00,3,233.2090473,699.6271419,Electronics,Samsung,Television,Bad,Express,Debit Card,Processing,1,Curved TV
8764496,24269,Elizabeth Harris,Richard16@gmail.com,3450716797,7722 Stephens Point Apt. 430,Vancouver,Ontario,41031,Canada,50,Male,Low,New,2/26/2024,2024,February,21:11:39,8,102.0099665,816.0797323,Grocery,Coca-Cola,Soft Drink,Bad,Same-Day,Credit Card,Shipped,1,Orange soda
5600577,36360,Shelly Marshall,Mary25@gmail.com,5893138673,992 Mark Prairie,Kitchener,Ontario,92052,Canada,36,Female,High,New,2/26/2024,2024,February,5:32:57,1,143.0774436,143.0774436,Grocery,Pepsi,Soft Drink,Average,Same-Day,Debit Card,Pending,2,Cream soda
1125320,33669,Cody Barnett,Timothy62@gmail.com,8750755270,50164 Kara Cape,Newcastle,New South Wales,80040,Australia,66,Female,Low,Regular,2/26/2024,2024,February,1:49:17,6,189.5379101,1137.22746,Grocery,Nestle,Snacks,Bad,Standard,Credit Card,Processing,1,Chips
6211417,33690,Christopher Jackson,Sharon28@gmail.com,8336913866,03005 Justin Station Suite 318,Kitchener,Ontario,59460,Canada,57,Male,High,Regular,2/26/2024,2024,February,4:56:11,7,194.8052844,1363.636991,Grocery,Nestle,Snacks,Excellent,Same-Day,Debit Card,Processing,4,Trail mix
8740352,16686,William Malone,Brent15@gmail.com,2484514096,8448 Jacqueline Islands,Calgary,Ontario,15169,Canada,24,Female,Low,Regular,2/26/2024,2024,February,8:56:35,3,298.6922614,896.0767842,Books,HarperCollins,Fiction,Excellent,Express,PayPal,Delivered,4,Dystopian
7566977,99294,Kathryn Torres,Jessica27@gmail.com,9966768847,14796 Tiffany Mountain,D?¬sseldorf,Berlin,30327,Germany,20,Female,Low,Premium,2/26/2024,2024,February,6:14:22,4,284.4597373,1137.838949,Home Decor,Bed Bath & Beyond,Bathroom,Good,Same-Day,Credit Card,Delivered,3,Toilet paper holder
8814714,11226,Joshua Rice,Joyce79@gmail.com,1606697026,5486 Luke Common Suite 335,Munich,Berlin,72335,Germany,31,Male,High,Regular,2/26/2024,2024,February,12:50:35,10,163.3098634,1633.098634,Home Decor,IKEA,Decorations,Average,Standard,Cash,Shipped,2,Clocks
7745285,82390,Kimberly Short,Clifford62@gmail.com,9874799088,10989 Phyllis Radial,San Francisco,Illinois,62782,USA,26,Female,Medium,Premium,2/26/2024,2024,February,5:52:53,3,473.2438069,1419.731421,Home Decor,Bed Bath & Beyond,Kitchen,Excellent,Same-Day,Credit Card,Pending,5,Dishwasher
1749378,16182,Robert Cooper,Jerry84@gmail.com,9846175302,556 Jonathan Springs,Brisbane,New South Wales,96949,Australia,40,Female,High,Regular,2/26/2024,2024,February,5:20:34,4,177.5852315,710.3409261,Clothing,Zara,Shirt,Good,Same-Day,Debit Card,Delivered,3,Flannel shirt
7648464,99856,Cameron Buchanan,Maria29@gmail.com,2541865923,35619 Henry Trail Apt. 882,Vancouver,Ontario,38953,Canada,68,Male,Low,New,2/26/2024,2024,February,23:29:01,10,420.4933306,4204.933306,Grocery,Coca-Cola,Water,Good,Standard,Debit Card,Pending,4,Coconut water
5046996,78847,Beth Jones,Misty41@gmail.com,5466660265,1934 Dunn Ridges Apt. 215,Portsmouth,England,66540,UK,43,Female,Medium,Premium,2/26/2024,2024,February,13:09:45,4,147.4430705,589.772282,Books,Penguin Books,Non-Fiction,Average,Standard,Debit Card,Delivered,2,Psychology
5090155,75943,Tiffany Montgomery,Christina36@gmail.com,8976731264,53657 Lopez Cliff,Cardiff,England,50085,UK,41,Female,Medium,New,2/26/2024,2024,February,10:25:28,8,373.8765694,2991.012555,Electronics,Samsung,Smartphone,Average,Express,PayPal,Shipped,2,Motorola Moto
1778802,69106,Catherine Rivas,Gail57@gmail.com,1620174307,073 Amy Motorway Apt. 146,Sacramento,Wyoming,82739,USA,61,Male,Low,Regular,2/26/2024,2024,February,3:40:24,2,165.4972445,330.994489,Grocery,Nestle,Coffee,Excellent,Standard,PayPal,Shipped,4,Instant coffee
9267102,50035,Michelle Lang,Heather100@gmail.com,4645887443,187 Smith Station Apt. 792,Gold Coast,New South Wales,50447,Australia,68,Male,High,Regular,2/26/2024,2024,February,6:24:30,4,335.2665731,1341.066292,Home Decor,Home Depot,Tools,Bad,Express,Cash,Processing,1,Drill
1580510,43750,Katherine Smith,Jill67@gmail.com,1833793548,21566 Linda Cliff Apt. 545,Wuppertal,Berlin,36710,Germany,64,Male,High,New,2/26/2024,2024,February,19:29:33,10,54.90384625,549.0384625,Books,HarperCollins,Non-Fiction,Average,Express,Cash,Pending,2,Travel
8151488,59121,Heidi Walker,Joseph1@gmail.com,2961717774,9302 Scott Trafficway,Oxford,England,40191,UK,40,Male,Low,Premium,2/26/2024,2024,February,8:27:42,3,241.1864457,723.559337,Electronics,Samsung,Television,Bad,Express,PayPal,Shipped,1,QLED TV
3434975,14195,Marc Boyd,Tami99@gmail.com,5146389559,59620 Adams Lake,Dortmund,Berlin,8571,Germany,57,Male,Medium,Premium,2/26/2024,2024,February,21:52:07,5,211.7300986,1058.650493,Books,Penguin Books,Fiction,Excellent,Same-Day,Credit Card,Processing,4,Adventure
1609928,84125,Dr. Lori Deleon DDS,Lauren37@gmail.com,5199915700,454 Patrick Key,Cologne,Berlin,76133,Germany,30,Male,High,New,2/26/2024,2024,February,20:35:23,1,372.9959132,372.9959132,Clothing,Adidas,Shoes,Excellent,Standard,Debit Card,Shipped,4,Sneakers
7973683,42004,Adam Edwards,Denise55@gmail.com,4525895776,92939 Brooks Mall Suite 786,Geelong,New South Wales,16860,Australia,27,Male,Medium,Premium,2/26/2024,2024,February,5:26:00,8,340.3433756,2722.747005,Home Decor,Home Depot,Furniture,Average,Standard,Debit Card,Delivered,2,Bed
2551216,90147,Deborah Lee,Timothy11@gmail.com,6540535517,03611 Powell Trafficway Apt. 083,Frankfurt,Berlin,32879,Germany,41,Male,Low,New,2/26/2024,2024,February,16:17:39,6,130.2550121,781.5300728,Books,Random House,Literature,Good,Same-Day,Cash,Processing,3,Literary fiction
7256943,81113,Garrett Cunningham,Sandra15@gmail.com,9344735468,6194 Conley Walk,Montreal,Ontario,86778,Canada,27,Male,Medium,New,2/26/2024,2024,February,12:50:06,7,290.0924754,2030.647328,Books,HarperCollins,Non-Fiction,Excellent,Standard,Cash,Delivered,4,Memoir
2816784,82487,James Fowler,William18@gmail.com,7320682976,21564 Deleon Trace Suite 839,Cairns,New South Wales,97477,Australia,30,Female,Low,New,2/26/2024,2024,February,15:06:35,9,237.7439736,2139.695762,Books,Random House,Literature,Average,Same-Day,Cash,Processing,2,Short stories
9295318,74697,Kenneth Pope,Laura13@gmail.com,8070363247,3269 Fisher Village,Bochum,Berlin,61587,Germany,40,Female,Low,Premium,2/26/2024,2024,February,11:27:04,1,279.6764764,279.6764764,Home Decor,IKEA,Lighting,Average,Same-Day,Debit Card,Shipped,2,Track lighting
1540866,44827,Susan Murphy,Jeffrey25@gmail.com,7556289381,074 Lance Point,Mackay,New South Wales,21975,Australia,65,Male,Medium,Premium,2/26/2024,2024,February,16:03:28,7,377.2797446,2640.958212,Grocery,Nestle,Chocolate,Bad,Standard,Debit Card,Delivered,1,Dark chocolate
8138783,13441,Valerie Kelly,Karen49@gmail.com,9157432756,88586 Robinson Lodge,Toowoomba,New South Wales,80008,Australia,60,Female,Low,New,2/26/2024,2024,February,8:07:51,4,49.54584187,198.1833675,Grocery,Coca-Cola,Soft Drink,Bad,Same-Day,Credit Card,Processing,1,Orange soda
1818282,93012,Gregory Cherry,Tyler73@gmail.com,2151678429,291 Lisa Mall,Halifax,Ontario,85677,Canada,47,Male,Medium,New,2/26/2024,2024,February,5:04:14,7,180.0299346,1260.209542,Clothing,Adidas,Jacket,Excellent,Express,PayPal,Pending,5,Trench coat
9545174,25111,Kyle Thomas,Cameron14@gmail.com,4697150675,586 Sarah Track Suite 267,Canberra,New South Wales,35737,Australia,66,Male,Medium,Premium,2/26/2024,2024,February,23:49:42,4,244.2401614,976.9606456,Home Decor,IKEA,Decorations,Excellent,Standard,PayPal,Delivered,5,Clocks
6765369,92084,Michelle Peters,Martin89@gmail.com,8136314402,91318 Timothy View,Leipzig,Berlin,11722,Germany,69,Female,Low,Regular,2/26/2024,2024,February,3:38:07,5,483.7848855,2418.924428,Home Decor,Home Depot,Furniture,Excellent,Standard,Debit Card,Pending,5,Wardrobe
3092773,87274,Erica Wright,Jessica87@gmail.com,3001024010,4530 Hamilton Avenue Apt. 204,Hull,England,92710,UK,48,Female,Medium,Premium,2/26/2024,2024,February,17:54:50,2,276.0486943,552.0973885,Books,Penguin Books,Non-Fiction,Average,Express,PayPal,Delivered,2,Science
1129918,35832,Stephen Perez,Renee46@gmail.com,6755753306,883 Torres Dale Suite 020,Omaha,Florida,32263,USA,54,Male,High,Regular,2/26/2024,2024,February,12:42:38,6,150.2403282,901.441969,Grocery,Nestle,Coffee,Average,Same-Day,Credit Card,Pending,2,Cappuccino
3628092,64282,Christopher Lynn,Regina50@gmail.com,5255791929,657 Brandon Cliff Suite 425,Mackay,New South Wales,69101,Australia,48,Male,Medium,New,2/26/2024,2024,February,15:43:45,4,145.931925,583.7277002,Books,HarperCollins,Non-Fiction,Excellent,Same-Day,Cash,Processing,5,Memoir
3043027,18562,Lindsay Clark,Melanie54@gmail.com,3010613434,96231 Vega Road Apt. 881,Adelaide,New South Wales,95341,Australia,30,Female,Low,Regular,2/26/2024,2024,February,10:18:01,3,180.4877934,541.4633803,Electronics,Apple,Laptop,Good,Same-Day,Credit Card,Delivered,4,MacBook
6726783,68043,Kimberly Martinez,Marc68@gmail.com,8802588262,43612 Karen Springs,Perth,New South Wales,20241,Australia,25,Male,High,New,2/26/2024,2024,February,16:08:31,7,70.37999198,492.6599439,Electronics,Apple,Laptop,Average,Standard,Credit Card,Processing,2,MacBook
3325616,83279,Tracy Roberts,Willie7@gmail.com,5857707164,7724 Guerra Brook Suite 346,Colorado Springs,Hawaii,96850,USA,66,Male,High,Premium,2/26/2024,2024,February,4:51:44,8,12.91889678,103.3511743,Grocery,Nestle,Coffee,Bad,Standard,PayPal,Processing,1,Cappuccino
9583272,39821,Dr. Jennifer Blair,Anthony70@gmail.com,6221717394,62302 Charles Wall,Victoria,Ontario,41063,Canada,48,Female,Low,New,2/26/2024,2024,February,19:48:18,1,70.4831714,70.4831714,Grocery,Coca-Cola,Soft Drink,Good,Standard,Cash,Delivered,3,Lemon-lime soda
2445938,64371,Julie Castro,Joseph47@gmail.com,5193393721,892 Christopher Oval Suite 912,Perth,New South Wales,80276,Australia,62,Male,Low,Premium,2/26/2024,2024,February,1:57:12,1,381.5175909,381.5175909,Grocery,Pepsi,Soft Drink,Bad,Express,Cash,Shipped,1,Cola
3701407,70662,Megan Knight,Kelly65@gmail.com,7456492000,9640 Chen Fall,Cairns,New South Wales,98164,Australia,69,Female,Medium,Premium,2/26/2024,2024,February,13:59:18,8,492.7339681,3941.871745,Books,Penguin Books,Fiction,Excellent,Same-Day,Cash,Delivered,5,Horror
1240273,54315,Ryan Miller,Matthew2@gmail.com,7491754221,845 Melinda Square,Duisburg,Berlin,78564,Germany,53,Male,Medium,New,2/26/2024,2024,February,10:02:39,7,97.06110443,679.427731,Home Decor,Bed Bath & Beyond,Bathroom,Good,Express,PayPal,Delivered,3,Toilet
5099767,56652,Luke Deleon,Jason26@gmail.com,7956980277,58463 Mejia Harbors,Oshawa,Ontario,10587,Canada,43,Male,Low,Regular,2/26/2024,2024,February,21:19:36,7,393.4492095,2754.144466,Home Decor,IKEA,Furniture,Average,Same-Day,Debit Card,Pending,2,Wardrobe
1842694,32485,Scott Robinson,Sarah84@gmail.com,4538508918,67766 Alexander Canyon,Bendigo,New South Wales,2957,Australia,69,Male,Low,Regular,2/26/2024,2024,February,12:27:46,4,401.4541122,1605.816449,Books,HarperCollins,Fiction,Average,Express,Cash,Delivered,2,Historical fiction
1332866,54291,Rhonda Larsen,Mark48@gmail.com,6597383486,7832 Wells Unions,Newcastle,New South Wales,75122,Australia,39,Male,Medium,Premium,2/26/2024,2024,February,23:04:03,3,484.0187115,1452.056134,Grocery,Coca-Cola,Juice,Average,Express,Cash,Processing,2,Grapefruit juice
5349947,66612,Kathleen Adams,Abigail45@gmail.com,3689205925,9197 Jose Knoll Apt. 744,D?¬sseldorf,Berlin,1633,Germany,60,Male,Medium,New,2/26/2024,2024,February,17:32:03,1,435.4615297,435.4615297,Home Decor,IKEA,Lighting,Average,Standard,Cash,Pending,2,Desk lamps
9200091,34736,Cristian Brown,Richard50@gmail.com,9660190579,1573 Erika Centers Suite 291,Bonn,Berlin,47676,Germany,52,Male,Medium,Premium,2/26/2024,2024,February,5:44:19,1,81.9562931,81.9562931,Home Decor,IKEA,Lighting,Average,Same-Day,Cash,Delivered,2,Floor lamps
7370602,21739,Donna Robinson,Victoria53@gmail.com,8072325757,2003 Eddie Oval Suite 429,Albuquerque,Alabama,35591,USA,46,Male,High,Premium,2/26/2024,2024,February,14:56:01,1,351.1938908,351.1938908,Home Decor,IKEA,Lighting,Average,Standard,Debit Card,Shipped,2,Wall sconces
8053116,32116,Robert Short,Vanessa2@gmail.com,9574012724,71400 Michael Inlet Suite 320,Portsmouth,England,98519,UK,23,Male,Low,Premium,2/26/2024,2024,February,23:34:37,7,366.9735534,2568.814874,Books,HarperCollins,Non-Fiction,Average,Standard,Debit Card,Shipped,2,History
9026237,56894,Michael Smith,William27@gmail.com,8974692047,61156 Aaron Place,Memphis,Minnesota,55565,USA,64,Male,Medium,Premium,2/26/2024,2024,February,10:22:49,10,284.5494378,2845.494378,Home Decor,Bed Bath & Beyond,Kitchen,Average,Same-Day,Debit Card,Shipped,2,Dishwasher
2363339,88631,Jody Robinson,Steven96@gmail.com,1248418285,1500 Deborah Overpass Apt. 102,San Francisco,Michigan,49363,USA,66,Female,Low,New,2/26/2024,2024,February,19:05:39,4,277.4585652,1109.834261,Clothing,Adidas,Jacket,Average,Same-Day,Cash,Delivered,2,Peacoat
5726301,88896,Ronnie Reed,Aaron39@gmail.com,8861519159,8570 Caitlin Park Apt. 328,Darwin,New South Wales,99555,Australia,45,Male,Medium,Regular,2/26/2024,2024,February,8:00:05,4,445.4154838,1781.661935,Books,Random House,Fiction,Average,Express,Cash,Shipped,2,Dystopian
6636301,27124,Ashley Gonzalez,Gabriel19@gmail.com,8373434186,781 Rowland Streets,Albury-Wodonga,New South Wales,14749,Australia,38,Female,High,New,2/26/2024,2024,February,14:14:51,6,316.1658734,1896.99524,Home Decor,Home Depot,Tools,Average,Express,Debit Card,Processing,2,Tape measure
2749431,61969,Deborah Franklin,Lisa58@gmail.com,7497709067,46481 Tara Falls,Sydney,New South Wales,87304,Australia,51,Female,Medium,Regular,2/26/2024,2024,February,16:08:30,9,278.1583252,2503.424927,Books,Random House,Literature,Average,Express,Debit Card,Delivered,2,Anthologies
3303399,34042,Patricia Norris MD,John73@gmail.com,7756978062,112 Cynthia Court,Toronto,Ontario,29302,Canada,64,Female,Medium,Premium,2/26/2024,2024,February,20:04:47,4,17.13803317,68.55213266,Books,Penguin Books,Children's,Average,Express,Debit Card,Processing,2,Books
9838618,76972,John Simmons,Austin87@gmail.com,2818461841,74219 Cathy Brook,Kitchener,Ontario,31853,Canada,33,Female,High,Premium,2/26/2024,2024,February,17:49:14,4,255.3118867,1021.247547,Books,Penguin Books,Children's,Average,Same-Day,Debit Card,Pending,2,Clothing
6031609,36960,Samantha Murphy,Cynthia76@gmail.com,7100569741,978 Denise Glen Apt. 074,Quebec City,Ontario,81608,Canada,34,Male,High,Premium,2/26/2024,2024,February,12:35:25,9,148.3918972,1335.527075,Home Decor,Home Depot,Tools,Average,Same-Day,Cash,Delivered,2,Utility knife
8833082,90841,Christopher Oconnor,Shane18@gmail.com,1226169111,87620 Sara Fords,Tulsa,Oregon,97411,USA,35,Female,Low,Regular,2/26/2024,2024,February,22:33:42,2,316.9571303,633.9142605,Grocery,Coca-Cola,Soft Drink,Average,Same-Day,PayPal,Shipped,2,Orange soda
7248665,61878,Martha Melendez,Douglas56@gmail.com,7308870800,56137 Jeanette Squares Apt. 657,Cardiff,England,28810,UK,64,Female,High,Regular,2/26/2024,2024,February,3:23:23,2,18.49792859,36.99585719,Clothing,Nike,T-shirt,Average,Same-Day,PayPal,Shipped,2,Plain tee
7763086,12768,Richard Sharp,Deborah93@gmail.com,3419098155,5462 Roberts Meadow,Plymouth,England,75031,UK,32,Female,Medium,Regular,2/26/2024,2024,February,18:22:20,1,135.4130241,135.4130241,Home Decor,Bed Bath & Beyond,Bathroom,Average,Express,Debit Card,Pending,2,Shower curtain
9784708,52752,Tiffany Mccall,Linda26@gmail.com,6289956267,550 Robert Pass,London,England,67724,UK,42,Female,High,Premium,2/26/2024,2024,February,10:05:36,10,410.250922,4102.50922,Grocery,Coca-Cola,Water,Average,Standard,PayPal,Pending,2,Spring water
1741851,28068,Stephanie Martin,Steve97@gmail.com,9589214549,94466 Russell Crossing Suite 987,Duisburg,Berlin,73049,Germany,42,Female,High,New,2/26/2024,2024,February,13:13:42,5,482.5621341,2412.81067,Grocery,Pepsi,Juice,Average,Express,Debit Card,Pending,2,Mixed fruit juice
2968959,90016,Jennifer Reid,Glenn81@gmail.com,4684057309,48303 Evans Trace,Boston,Wyoming,82358,USA,28,Female,Medium,Premium,2/26/2024,2024,February,12:51:30,5,389.2910346,1946.455173,Electronics,Sony,Headphones,Average,Standard,PayPal,Shipped,2,Sports headphones
